goal_index,goal_id,district_indicator_desc,district_indicator_master_id,,indicators_value,district,district_name,valueyear,delete_flag
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,99.63,99.5,DT03,Balrampur,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.150883276,0.15,DT03,Balrampur,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,46.86,46.86,DT03,Balrampur,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,27.79,78.02,DT03,Balrampur,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,12.48,12.48,DT03,Balrampur,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,5,5,DT03,Balrampur,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,35,35,DT03,Balrampur,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,21.88,55.06,DT03,Balrampur,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT03,Balrampur,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,66,66,DT03,Balrampur,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT03,Balrampur,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT03,Balrampur,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,0,0,DT03,Balrampur,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,48.87,48.87,DT03,Balrampur,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,100,100,DT03,Balrampur,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,8.1,8.1,DT03,Balrampur,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT03,Balrampur,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT03,Balrampur,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,3,3.21,DT03,Balrampur,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,18.02,18.02,DT03,Balrampur,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,3.64,3.2445,DT03,Balrampur,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,7,7,DT03,Balrampur,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0.47,0.47,DT03,Balrampur,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,61.88,61.88,DT03,Balrampur,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,27.5,27.5,DT03,Balrampur,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,1.63,1.63,DT03,Balrampur,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,2,2,DT03,Balrampur,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,48.2,66.4,DT03,Balrampur,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,66.4,48.2,DT03,Balrampur,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,70.39,70.45,DT03,Balrampur,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.16,0.159,DT04,Bastar,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,69.3,69.3,DT04,Bastar,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,6.76,6.76,DT04,Bastar,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.99,88.35,DT04,Bastar,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,4,4.23,DT04,Bastar,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,44.15,58.45,DT04,Bastar,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,23.3,45.2,DT04,Bastar,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,95.46,95.46,DT04,Bastar,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,35.46,43.9,DT04,Bastar,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,79,79,DT04,Bastar,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,78.8,80.3,DT04,Bastar,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,2240,2240,DT04,Bastar,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,2270,2270,DT04,Bastar,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,63.5,63.5,DT04,Bastar,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,52,52,DT04,Bastar,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,57.3,57.3,DT04,Bastar,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,152,152,DT04,Bastar,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,21.75,21.75,DT04,Bastar,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,8.2,21.86,DT04,Bastar,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,60.4,8.2,DT04,Bastar,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,77.8,77.8,DT04,Bastar,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,46.08,46.08,DT04,Bastar,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,75.06,75.06,DT04,Bastar,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,12.69,12.69,DT04,Bastar,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,4.95,7.01,DT04,Bastar,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT04,Bastar,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,83.1,83.1,DT04,Bastar,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,46.93,46.93,DT04,Bastar,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,15,15,DT04,Bastar,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,1.25,36.53,DT04,Bastar,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,1042,1042,DT04,Bastar,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,36.53,1.25,DT04,Bastar,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,50.84,50.84,DT04,Bastar,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,12.1,12.1,DT04,Bastar,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,13.52,13.52,DT04,Bastar,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,35.2,35.2,DT04,Bastar,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,89.5,89.5,DT04,Bastar,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,100,100,DT04,Bastar,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,92.5,92.5,DT04,Bastar,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT04,Bastar,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT04,Bastar,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT04,Bastar,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,96.66,96.66,DT04,Bastar,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,26,26.1,DT04,Bastar,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT04,Bastar,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT04,Bastar,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,99.77,99.77,DT04,Bastar,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,54.54,13.78,DT04,Bastar,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,17.79,13.18,DT04,Bastar,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,13.78,57.76,DT04,Bastar,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,13.18,54.15,DT04,Bastar,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,57.76,17.94,DT04,Bastar,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,100,27.82,DT04,Bastar,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.476543648,0.48,DT04,Bastar,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,78.82,75.82,DT04,Bastar,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,65.8,65.8,DT04,Bastar,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,2.96,2.96,DT04,Bastar,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,10,10,DT04,Bastar,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,20,20,DT04,Bastar,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,21.86,60.4,DT04,Bastar,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT04,Bastar,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,89,89,DT04,Bastar,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT04,Bastar,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT04,Bastar,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,56.75,56.75,DT04,Bastar,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT04,Bastar,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,99.02,99.02,DT04,Bastar,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,22.08,22.08,DT04,Bastar,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT04,Bastar,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT04,Bastar,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,16,18.45,DT04,Bastar,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,44.36,44.36,DT04,Bastar,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,3.03,2.9556,DT04,Bastar,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0,0,DT04,Bastar,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0.11,0.11,DT04,Bastar,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,39.41,39.41,DT04,Bastar,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,23.24,23.24,DT04,Bastar,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,2.61,2.61,DT04,Bastar,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,2,2,DT04,Bastar,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,130.8,123.9,DT04,Bastar,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,123.9,130.8,DT04,Bastar,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,94.17,94.32,DT04,Bastar,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.07,0.07,DT05,Bemetara,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,63.4,63.4,DT05,Bemetara,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,7.64,7.64,DT05,Bemetara,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.93,78.13,DT05,Bemetara,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,13.6,19.32,DT05,Bemetara,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,19.45,52.75,DT05,Bemetara,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,27.6,27.6,DT05,Bemetara,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,87.23,87.23,DT05,Bemetara,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,38.4,32.26,DT05,Bemetara,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,49.2,49.2,DT05,Bemetara,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,48.8,50.3,DT05,Bemetara,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,2750,2750,DT05,Bemetara,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,2040,2040,DT05,Bemetara,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,69.1,88.5,DT05,Bemetara,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,43,43,DT05,Bemetara,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,92.2,92,DT05,Bemetara,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,55,55,DT05,Bemetara,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,14.41,14.41,DT05,Bemetara,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,2.74,19.38,DT05,Bemetara,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,63.29,2.74,DT05,Bemetara,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,99,99,DT05,Bemetara,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,90,90,DT05,Bemetara,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,34,34,DT05,Bemetara,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,12,12,DT05,Bemetara,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,23.01,23.78,DT05,Bemetara,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT05,Bemetara,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,100,100,DT05,Bemetara,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,98,98,DT05,Bemetara,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,34,34,DT05,Bemetara,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,2.94,30.59,DT05,Bemetara,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,997,997,DT05,Bemetara,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,30.59,2.94,DT05,Bemetara,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,51.23,51.23,DT05,Bemetara,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,5,5,DT05,Bemetara,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,12,12,DT05,Bemetara,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,51.17,51.17,DT05,Bemetara,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,79.75,79,DT05,Bemetara,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,95.37,95.37,DT05,Bemetara,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,87.12,82,DT05,Bemetara,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT05,Bemetara,2023,N
